40-54,airbag,belted,1,f,52,1994,driver,1,2
25-39,none,none,1,m,24,1971,driver,0,2
25-39,none,none,1,f,26,1971,pass,0,3
25-39,none,belted,1,f,54,1986,driver,0,1
25-39,airbag,belted,1,f,18,2000,driver,1,1
25-39,airbag,belted,1,m,20,2000,pass,1,1
40-54,airbag,belted,1,f,44,1995,driver,1,3
40-54,airbag,belted,1,f,20,1995,pass,1,2
40-54,none,belted,1,m,47,1987,driver,0,0
40-54,airbag,belted,0,m,59,1990,driver,1,2
40-54,none,none,1,m,19,1989,driver,0,3
40-54,none,belted,0,f,28,1986,pass,0,1
40-54,none,belted,1,m,16,1988,driver,0,2
40-54,none,belted,1,f,39,1988,pass,0,1
25-39,none,none,1,m,31,1985,driver,0,2
25-39,none,none,1,f,27,1985,pass,0,2
40-54,airbag,belted,1,f,22,1998,driver,1,3
40-54,none,belted,0,m,37,1984,driver,0,1
40-54,airbag,none,1,f,92,1992,driver,0,2
40-54,airbag,belted,1,f,37,2000,driver,1,1
40-54,none,belted,0,f,36,1989,driver,0,2
40-54,airbag,belted,0,f,23,1999,driver,1,2
25-39,airbag,belted,1,f,30,1996,driver,1,2
40-54,airbag,belted,0,m,29,1992,driver,1,3
25-39,none,belted,0,m,28,1987,driver,0,2
25-39,none,belted,0,m,21,1987,pass,0,3
25-39,airbag,belted,1,m,40,1996,driver,1,1
40-54,airbag,belted,1,m,18,1994,driver,1,0
40-54,airbag,belted,0,m,22,2000,driver,1,2
40-54,airbag,belted,0,m,22,2000,pass,1,1
40-54,none,belted,1,m,34,1979,driver,0,1
25-39,airbag,belted,1,m,27,1998,driver,1,2
25-39,none,belted,0,f,42,1986,driver,0,0
40-54,airbag,none,0,f,28,1999,driver,1,3
40-54,airbag,belted,0,f,52,1999,pass,1,3
40-54,airbag,belted,1,f,52,2000,driver,1,1
40-54,none,none,1,m,18,1987,driver,0,1
40-54,none,none,1,f,42,1987,pass,0,2
25-39,airbag,belted,1,f,66,1995,driver,1,0
25-39,none,none,1,m,33,1989,driver,0,2
25-39,none,belted,1,m,45,1992,driver,0,0
25-39,none,belted,1,f,31,1979,driver,0,2
55+,airbag,none,1,m,21,1997,driver,1,3
40-54,none,belted,0,m,40,1986,driver,0,1
40-54,none,belted,0,f,38,1986,pass,0,2
40-54,airbag,belted,0,f,50,1992,driver,0,1
40-54,airbag,belted,0,f,18,1992,pass,0,1
55+,none,belted,1,f,39,1985,driver,0,3
25-39,none,belted,1,m,35,1988,driver,0,1
55+,none,belted,1,m,34,1984,driver,0,3
55+,none,belted,1,m,42,1984,pass,0,2
25-39,none,belted,1,m,20,1982,driver,0,1
40-54,airbag,belted,1,f,51,1998,driver,1,1
25-39,none,belted,0,f,78,1987,driver,0,1
40-54,none,belted,1,m,33,1985,driver,0,0
40-54,airbag,belted,1,m,16,1998,driver,1,2
25-39,airbag,belted,1,m,29,1996,driver,1,0
40-54,airbag,belted,0,f,57,1998,driver,0,3
25-39,airbag,belted,1,m,67,1990,driver,1,2
55+,airbag,belted,1,f,17,1993,driver,1,3
25-39,none,belted,1,f,37,1985,driver,0,1
25-39,none,none,1,m,31,1985,pass,0,2
40-54,none,belted,0,m,33,1985,driver,0,3
40-54,airbag,belted,1,m,18,1997,driver,1,2
55+,none,none,1,f,48,1989,driver,0,3
25-39,airbag,belted,1,f,20,2001,driver,1,0
40-54,airbag,belted,0,m,22,1999,driver,1,4
40-54,airbag,belted,0,m,19,1999,pass,1,2
40-54,airbag,belted,0,m,23,2000,driver,0,0
40-54,airbag,none,0,m,28,1996,driver,1,3
25-39,airbag,belted,1,m,43,1994,driver,1,0
55+,none,none,1,m,21,1984,driver,0,3
40-54,airbag,none,1,m,21,2000,driver,1,2
40-54,airbag,none,1,f,18,2000,pass,1,1
40-54,airbag,belted,0,f,37,1999,driver,0,1
40-54,airbag,belted,0,m,37,1999,pass,0,1
25-39,airbag,none,1,m,23,1999,driver,1,1
25-39,airbag,belted,1,m,18,1999,driver,1,0
25-39,none,belted,0,m,18,1987,driver,0,0
25-39,none,belted,0,m,68,1985,driver,0,1
25-39,airbag,belted,1,f,47,1999,driver,1,1
40-54,airbag,belted,1,m,34,1999,driver,1,3
40-54,airbag,belted,1,m,61,1998,driver,1,2
40-54,airbag,belted,1,f,61,1998,pass,1,0
40-54,none,belted,0,m,67,1988,driver,0,0
40-54,airbag,belted,1,m,17,1993,driver,1,1
25-39,airbag,belted,1,f,61,1997,driver,1,3
40-54,none,belted,0,m,41,1990,driver,0,1
40-54,none,none,1,m,65,1985,driver,0,2
40-54,none,belted,1,m,26,1987,driver,0,0
40-54,none,belted,1,m,26,1987,pass,0,0
40-54,airbag,belted,1,m,17,1999,driver,0,0
40-54,none,belted,1,m,63,1984,driver,0,3
40-54,none,belted,1,f,61,1984,pass,0,3
25-39,none,none,0,m,32,1965,driver,0,0
25-39,none,belted,0,f,28,1965,pass,0,0
40-54,airbag,belted,1,m,25,1996,driver,1,0
40-54,none,belted,1,m,27,1996,pass,0,2
25-39,none,none,0,f,30,1985,driver,0,3
40-54,airbag,belted,1,m,42,1997,driver,1,0
25-39,none,none,1,f,32,1985,driver,0,3
40-54,airbag,none,1,m,18,1990,driver,1,3
40-54,airbag,belted,1,m,45,1996,driver,1,3
25-39,none,belted,1,m,71,1987,driver,0,3
40-54,airbag,belted,1,f,27,1999,driver,1,0
40-54,none,belted,1,f,44,1995,driver,0,3
40-54,none,belted,0,f,23,1991,driver,0,0
40-54,none,belted,0,f,22,1991,pass,0,0
40-54,airbag,none,1,m,20,1999,driver,1,0
40-54,airbag,belted,0,m,18,1991,driver,0,3
40-54,airbag,none,0,f,17,1991,pass,0,3
40-54,none,belted,1,m,20,1989,driver,0,1
55+,airbag,none,1,m,22,1998,driver,1,4
40-54,airbag,belted,0,f,28,1992,driver,0,1
40-54,airbag,belted,0,m,35,1992,pass,0,1
40-54,airbag,belted,1,f,45,1992,driver,1,1
40-54,airbag,belted,1,f,50,1999,driver,1,3
40-54,airbag,belted,1,m,33,1999,driver,0,0
40-54,airbag,belted,0,m,40,2000,driver,0,0
40-54,airbag,belted,0,f,47,1999,driver,0,0
40-54,none,belted,0,f,35,1985,driver,0,1
25-39,airbag,belted,1,m,45,1995,driver,0,1
25-39,none,belted,1,m,55,1991,driver,0,1
25-39,none,none,1,m,22,1991,pass,0,3
40-54,none,belted,0,m,31,1983,driver,0,3
40-54,airbag,belted,1,f,33,1999,driver,1,1
55+,airbag,none,0,m,20,1996,driver,1,3
55+,airbag,none,1,f,44,1998,driver,1,3
40-54,none,none,1,m,20,1978,driver,0,1
40-54,none,none,1,m,17,1978,pass,0,1
40-54,airbag,belted,1,m,47,1995,driver,1,1
40-54,none,none,1,f,47,1977,driver,0,1
25-39,airbag,belted,1,f,25,1997,driver,1,1
40-54,airbag,none,1,m,26,1994,driver,1,3
40-54,none,belted,1,m,76,1979,driver,0,2
25-39,airbag,none,0,m,47,1996,driver,0,2
40-54,none,none,1,m,41,1987,driver,0,2
25-39,airbag,belted,1,f,37,1999,driver,1,2
25-39,airbag,belted,1,f,37,1999,pass,1,3
40-54,airbag,belted,1,m,19,1993,driver,1,1
40-54,none,belted,1,m,21,1993,pass,0,1
40-54,none,none,1,m,22,1987,driver,0,3
40-54,none,none,1,m,24,1987,pass,0,3
25-39,airbag,belted,0,m,21,1993,driver,1,2
25-39,none,none,1,m,47,1973,driver,0,3
40-54,airbag,belted,1,m,36,2000,driver,1,1
40-54,none,belted,0,m,18,1986,driver,0,0
25-39,none,none,0,m,30,1986,driver,0,3
25-39,none,none,1,f,34,1987,driver,0,3
40-54,airbag,belted,1,f,53,2000,driver,0,0
40-54,airbag,none,1,m,31,1997,driver,0,0
40-54,airbag,belted,1,m,40,1996,driver,1,0
40-54,airbag,belted,1,f,41,1996,pass,1,0
55+,airbag,none,1,f,23,1996,driver,1,4
55+,airbag,belted,1,m,16,1994,driver,1,0
25-39,none,belted,1,m,23,1988,driver,0,2
25-39,airbag,belted,1,m,56,1995,driver,1,3
25-39,none,belted,1,m,24,1995,pass,0,2
40-54,airbag,belted,1,f,29,1994,driver,1,2
40-54,none,belted,1,f,41,1991,driver,0,1
25-39,none,none,1,m,24,1988,driver,0,3
40-54,airbag,belted,0,m,38,1997,driver,0,2
40-54,airbag,belted,0,f,35,1997,pass,0,0
40-54,none,belted,1,m,82,1969,driver,0,0
40-54,airbag,belted,1,m,16,2000,driver,1,0
25-39,airbag,belted,1,f,34,1992,driver,1,0
55+,airbag,belted,0,m,24,1994,driver,0,1
55+,airbag,belted,0,f,19,1994,pass,0,1
40-54,none,belted,1,m,16,1991,driver,0,3
55+,airbag,belted,0,f,36,2000,driver,0,3
55+,airbag,belted,0,m,16,2000,pass,0,4
55+,airbag,belted,0,f,31,1997,driver,0,3
55+,airbag,belted,0,m,34,1997,pass,0,1
40-54,none,belted,0,m,35,1990,driver,0,1
40-54,airbag,none,1,m,19,1995,driver,1,3
40-54,airbag,none,1,f,18,1995,pass,1,3
40-54,none,belted,1,f,42,1990,driver,0,2
40-54,airbag,belted,0,f,32,1996,driver,0,1
40-54,none,belted,1,m,23,1991,driver,0,1
40-54,none,belted,1,m,27,1994,driver,0,1
25-39,none,belted,0,m,39,1990,driver,0,3
40-54,airbag,none,1,f,21,1993,driver,1,3
40-54,none,belted,1,f,19,1993,pass,0,1
40-54,none,none,1,m,68,1991,driver,0,0
25-39,airbag,none,0,m,49,1995,driver,1,4
40-54,airbag,belted,0,m,34,2000,driver,0,0
40-54,none,belted,1,m,63,1988,driver,0,0
40-54,none,belted,1,f,56,1988,pass,0,1
25-39,none,belted,1,f,76,1988,driver,0,2
25-39,none,belted,1,m,79,1988,pass,0,3
25-39,none,belted,1,m,58,1990,driver,0,0
40-54,none,belted,1,f,25,1990,driver,0,2
40-54,airbag,belted,1,f,23,1995,driver,1,2
40-54,airbag,belted,1,m,23,1995,pass,1,2
55+,none,belted,1,m,37,1992,driver,0,3
40-54,airbag,belted,1,m,37,1997,driver,1,3
40-54,airbag,belted,0,m,22,1999,driver,0,0
40-54,airbag,belted,1,m,69,2000,driver,0,3
25-39,airbag,belted,1,f,17,1998,driver,1,3
25-39,none,none,1,f,42,1985,driver,0,3
25-39,airbag,belted,0,f,44,2000,driver,0,2
25-39,airbag,none,1,m,46,1997,driver,1,3
40-54,none,none,1,m,38,1992,driver,0,1
55+,none,none,1,m,29,1982,driver,0,3
55+,none,none,1,f,47,1988,driver,0,3
25-39,none,belted,1,m,49,1993,driver,0,3
40-54,airbag,none,1,m,50,1994,driver,0,0
40-54,airbag,belted,1,f,18,1998,driver,1,3
25-39,airbag,belted,1,m,26,1996,driver,1,2
25-39,none,belted,0,f,22,1994,driver,0,1
40-54,airbag,belted,1,f,31,1999,driver,0,0
40-54,none,none,0,m,55,1966,driver,0,4
40-54,none,none,0,m,43,1966,pass,0,4
25-39,none,none,1,m,33,1989,driver,0,1
40-54,airbag,belted,1,f,18,1995,driver,1,2
25-39,airbag,belted,0,m,48,1999,driver,0,3
40-54,none,none,1,m,91,1982,driver,0,3
40-54,none,none,1,f,89,1982,pass,0,3
40-54,airbag,belted,1,f,50,1995,driver,1,2
55+,none,none,1,m,27,1989,driver,0,2
55+,none,none,1,f,27,1989,pass,0,3
55+,airbag,none,1,f,54,1993,driver,1,3
55+,airbag,none,0,m,20,1996,driver,1,3
40-54,airbag,belted,1,m,20,1999,driver,1,2
40-54,airbag,belted,1,m,17,1999,pass,1,1
25-39,airbag,belted,1,m,20,2000,driver,1,1
25-39,airbag,belted,1,f,20,2000,pass,1,1
40-54,airbag,none,1,f,18,1996,driver,1,3
40-54,airbag,none,1,f,18,1996,pass,1,3
40-54,none,belted,1,m,49,1991,driver,0,3
40-54,none,none,0,m,41,1990,driver,0,1
40-54,airbag,belted,0,m,25,2000,driver,0,1
25-39,none,belted,0,f,21,1987,driver,0,3
25-39,none,belted,0,f,21,1987,pass,0,2
40-54,none,none,1,m,18,1986,driver,0,2
40-54,none,belted,0,f,70,1989,driver,0,3
40-54,none,belted,1,f,16,1984,driver,0,0
40-54,none,belted,1,f,16,1984,pass,0,0
40-54,airbag,belted,0,f,16,1995,driver,1,3
40-54,airbag,belted,0,f,16,1995,pass,1,0
40-54,none,none,1,m,27,1986,driver,0,1
25-39,airbag,belted,1,f,22,1997,driver,1,1
40-54,none,belted,0,m,21,1991,driver,0,2
40-54,airbag,belted,0,m,24,1994,driver,0,1
40-54,airbag,belted,0,f,23,1994,pass,0,0
40-54,airbag,belted,1,m,56,1997,driver,1,0
40-54,airbag,none,1,f,17,1998,driver,0,1
55+,airbag,none,1,m,27,1995,driver,1,4
25-39,none,belted,0,f,38,1991,driver,0,0
40-54,none,belted,1,f,18,1991,driver,0,1
40-54,airbag,belted,1,m,22,1992,driver,1,0
40-54,none,none,1,m,23,1992,pass,0,3
40-54,airbag,belted,1,m,41,1998,driver,1,3
40-54,airbag,belted,1,m,34,1991,driver,1,1
40-54,none,belted,1,m,41,1986,driver,0,0
40-54,none,none,1,m,53,1986,pass,0,3
25-39,none,belted,1,m,53,1984,driver,0,0
40-54,airbag,belted,0,f,66,1997,driver,0,1
55+,airbag,belted,1,f,30,1997,driver,0,0
55+,airbag,belted,1,m,34,1997,pass,0,0
40-54,none,belted,0,m,21,1985,driver,0,0
40-54,airbag,belted,0,f,41,1998,driver,0,3
40-54,none,belted,1,f,18,1989,driver,0,1
40-54,none,belted,1,m,18,1989,pass,0,1
40-54,airbag,belted,0,m,23,1995,driver,0,3
40-54,airbag,belted,0,m,24,1995,pass,0,NA
40-54,none,belted,1,m,56,1991,driver,0,0
40-54,airbag,belted,1,m,18,1999,driver,0,0
40-54,airbag,belted,1,f,18,1999,pass,0,0
25-39,airbag,belted,0,f,55,1997,driver,1,1
25-39,airbag,belted,0,f,91,1997,pass,1,4
25-39,airbag,belted,1,m,21,2000,driver,1,1
40-54,none,belted,1,f,23,1986,driver,0,3
25-39,none,none,1,m,38,1987,driver,0,4
25-39,none,belted,1,f,39,1987,pass,0,0
40-54,airbag,belted,1,m,33,1995,driver,1,3
40-54,none,none,1,m,33,1995,pass,0,1
40-54,airbag,belted,1,f,36,1999,driver,1,2
40-54,airbag,none,1,m,31,1996,driver,1,3
40-54,airbag,belted,1,m,28,1991,driver,1,0
40-54,none,belted,1,f,23,1991,pass,0,1
25-39,airbag,belted,0,f,51,1994,driver,1,4
40-54,none,belted,0,m,46,1992,driver,0,0
40-54,airbag,belted,1,f,77,1992,driver,1,2
25-39,airbag,belted,1,m,76,1990,driver,1,2
25-39,none,belted,1,m,82,1990,pass,0,3
55+,airbag,belted,0,m,17,1996,driver,0,0
55+,airbag,belted,0,f,17,1996,pass,0,NA
25-39,none,belted,1,m,39,1985,driver,0,3
25-39,none,belted,0,f,48,1988,driver,0,1
25-39,none,belted,1,m,51,1977,driver,0,0
40-54,airbag,none,0,m,43,1993,driver,0,0
40-54,airbag,none,0,m,24,1993,pass,0,0
40-54,airbag,belted,1,m,45,1999,driver,1,1
40-54,none,none,0,m,28,1986,driver,0,2
40-54,none,none,0,m,51,1986,pass,0,4
40-54,airbag,belted,1,f,29,1997,driver,0,1
40-54,airbag,belted,1,m,37,1992,driver,0,1
25-39,airbag,belted,0,f,29,1995,driver,0,0
40-54,none,none,1,m,33,1981,driver,0,3
40-54,none,belted,1,m,69,1981,pass,0,3
40-54,none,belted,1,m,29,1978,driver,0,0
40-54,none,belted,1,m,34,1978,pass,0,0
40-54,airbag,belted,0,m,24,1998,driver,1,1
25-39,airbag,belted,1,m,43,1998,driver,1,3
25-39,airbag,belted,1,f,23,1998,pass,1,3
40-54,none,belted,1,m,34,1986,driver,0,0
40-54,none,belted,1,f,45,1986,pass,0,1
